y,text,text_pt,processed_text,sentiment_label
neutral,TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007 .,"A TietoEnator assinou um acordo para adquirir a fornecedora indiana de serviços de pesquisa e desenvolvimento (P&D) e desenvolvedora de soluções de software turnkey Fortuna Technologies Unip. Ltd. por 21 milhões de euros (US $ 30,3 milhões) em setembro de 2007.",tietoenator sign agreement acquire indian research development rd service provider turnkey software solution developer fortuna technology pvt ltd mln euro mln september,2
neutral,"The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services .","A unidade Vuokatti será desenvolvida para focar principalmente na fabricação de protótipos, no ramp-up de novos produtos e nos exigentes serviços de teste e pós-venda.",vuokatti unit develop focus especially manufacture prototype rampup new product demand test aftersales service,2
neutral,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,"A Assembleia Geral Anual da Sponda Plc decidiu, em 23 de Março de 2005, criar uma Comissão de Nomeação de Accionistas para preparar propostas para a Assembleia Geral Anual de 2006 sobre a composição do Conselho de Administração e a sua remuneração.",sponda plc annual general meeting decide march establish shareholder nomination committee prepare proposal annual general meeting composition board director remuneration,2
neutral,The value of the orders is over EUR 10mn .,O valor das encomendas é superior a 10 milhões de euros.,value order eur mn,2
neutral,Welcome !,Bem-vinda !,welcome,2
positive,"Clothing retail chain Sepp+∆l+∆ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .","As vendas da cadeia de varejo de roupas Sepp + ∆l + ∆ aumentaram 8% para EUR 155,2 milhões, e o lucro operacional subiu para EUR 31,1 milhões de EUR 17,1 milhões em 2004.",clothe retail chain seppl sale increase eur mn operating profit rise eur mn eur mn,0
positive,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .","O volume total de entregas dos negócios de papel em 2010 foi de 1.155.000 toneladas, ante 1.132.000 toneladas em 2009.",total delivery volume paper business tonne tonne,0
neutral,The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,O período de assinatura do esquema de garantia da Amer Sports de 2002 terminará em 31 de dezembro de 2007.,subscription period amer sport warrant scheme end december,2
positive,"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .","A Uponor teve um lucro operacional de EUR 151,0 milhões, acima dos EUR 143,7 milhões, o que fez de 2007 um ano recorde.",uponor make operating profit eur mn eur mn make record year,0
neutral,The total value of the deal is USD 29mn .,O valor total do negócio é de US $ 29 milhões.,total value deal usd mn,2
neutral,"pct lower at 4,442.10 .","pct inferior em 4.442,10.",pct low,2
positive,"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .","O lucro antes dos impostos totalizou EUR 2,0 milhões, em comparação com uma perda de EUR 159,2 milhões no quarto trimestre de 2008.",pretax profit total eur mn compare loss eur mn fourth quarter,0
neutral,"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",O escopo total do projeto é de cerca de 38.000 metros quadrados e está avaliado em um total de cerca de EUR 75 milhões.,total scope project square metres value total around eurm,2
neutral,"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art .","E quando levantou o véu sobre os vários tipos de clientes para os quais projeta seus telefones, o resultado é um estereótipo social transformado em arte.",lift veil various type customer design phone result social stereotyping take fine art,2
neutral,The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .,O contrato inclui a opção de entregar 75 ASCs adicionais nas próximas fases do projeto.,contract include option deliver additional ascs next phase project,2
positive,"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .","As vendas líquidas da Nokia Multimedia totalizaram 5,7 bilhões de euros, um aumento de 45% em relação ao período correspondente em 2005.",nokia multimedia net sale total eur bn correspond period,0
neutral,The value of the deal has not been disclosed .,O valor do negócio não foi divulgado.,value deal disclose,2
neutral,"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .","""O título reuniu subscrições de cerca de 400 investidores e o valor emitido pode ser considerado substancial, levando-se em consideração o principal grupo-alvo - investidores de varejo"", disse o CFO Eero Sihvonen da Citycon.",bond gather subscription investor issue amount consider substantial take account main target group retail investor citycon cfo eero sihvonen say,2
positive,`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,`` Estou extremamente satisfeito com este projeto e a continuação da cooperação com a Viking Line.,extremely delighted project continuation cooperation viking line,0
negative,"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .","O Conciliador Nacional Juhani Salonius, que se encontrou com os dois partidos na quarta-feira, disse que eles estavam muito distantes em suas opiniões para que ele propusesse a mediação.",national conciliator juhani salonius meet party wednesday say far apart view propose mediation,1
neutral,"ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press .","ALEXANDRIA, Va., 19 de novembro - Erkki Aho, Elimaki, Finlândia, desenvolveu um método e um aparelho em conjunto com uma prensa de sapatos.",alexandria va nov erkki aho elimaki finland develop method apparatus conjunction shoe press,2
neutral,In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,"Em 2008, Stockmann ganhou 3,398 milhões de lats em lucro sobre 48,012 milhões de lats em faturamento.",stockmann earn million lats profit million lat turnover,2
neutral,Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,A Lieksaare Oy foi anteriormente considerada sob o controle da Saarelainen Oy e dos acionistas individuais sob o acordo de acionistas.,lieksaare oy earlier regard control saarelainen oy individual shareholder shareholder agreement,2
positive,"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .","Esses acordos de financiamento permitirão à empresa garantir, de acordo com sua política de tesouraria, que possui instrumentos financeiros suficientes à sua disposição para suas necessidades potenciais de capital.",financing arrangement enable company ensure line treasury policy sufficient financial instrument disposal potential capital requirement,0
positive,"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .","No mês passado, a Outokumpu vendeu mais de 80 por cento de sua unidade de tecnologia, Outokumpu Technology Oyj, para promover seu objetivo estratégico de se tornar o maior fabricante de aço inoxidável do mundo.",last month outokumpu sell percent technology unit outokumpu technology oyj strategic goal become world large stainless steel maker,0
